BOW_Code,Species_Scientific_Name,Species_Common_Name,Total_Citation_Num,Diet_Information,Diet_Entry_Length,Diet_Citation_Num,Percentile_Total_Citation_Num,Percentile_Diet_Entry_Length,Percentile_Diet_Citation_Num,Certainty
prithr1,Turdus xanthorhynchus,Principe Thrush,14,TRUE,29,0,0.183172491,0.178956245,0.238920641,0.200349792
satthr1,Turdus olivaceofuscus,Sao Tome Thrush,17,TRUE,NA,1,0.273728099,0.944345545,0.638386583,0.618820076
whcthr1,Turdus aurantius,White-chinned Thrush,8,TRUE,NA,1,0.043614729,0.944439239,0.638386583,0.54214685
relthr1,Turdus plumbeus,Red-legged Thrush,44,TRUE,326,0,0.746041413,0.698678909,0.238920641,0.561213654
afrthr1,Turdus pelios,African Thrush,42,TRUE,NA,1,0.729316968,0.944532934,0.638386583,0.770745495
islthr24,Turdus niveiceps,Taiwan Thrush,10,TRUE,NA,1,0.079546519,0.944626628,0.638386583,0.554186577
gywbla1,Turdus boulboul,Gray-winged Blackbird,20,TRUE,NA,1,0.36039539,0.944720322,0.638386583,0.647834099
eurbla2,Turdus simillimus,Indian Blackbird,12,TRUE,NA,1,0.127705425,0.944814017,0.638386583,0.570302008
japthr1,Turdus cardis,Japanese Thrush,24,TRUE,NA,1,0.463084419,0.944907711,0.638386583,0.682126238
gybthr1,Turdus hortulorum,Gray-backed Thrush,25,TRUE,NA,1,0.485243137,0.945001405,0.638386583,0.689543708
ticthr1,Turdus unicolor,Tickell's Thrush,15,TRUE,NA,1,0.21263937,0.9450951,0.638386583,0.598707018
blbthr2,Turdus dissimilis,Black-breasted Thrush,16,TRUE,NA,1,0.244167526,0.945188794,0.638386583,0.609247634
gysthr1,Turdus feae,Gray-sided Thrush,29,TRUE,NA,1,0.566148224,0.945282489,0.638386583,0.716605765
eyethr,Turdus obscurus,Eyebrowed Thrush,54,TRUE,NA,1,0.806521128,0.945376183,0.638386583,0.796761298
brhthr1,Turdus chrysolaus,Brown-headed Thrush,21,TRUE,NA,1,0.387426216,0.945469877,0.638386583,0.657094225
izuthr1,Turdus celaenops,Izu Thrush,18,TRUE,NA,1,0.302585965,0.945563572,0.638386583,0.628845373
palthr1,Turdus pallidus,Pale Thrush,22,TRUE,NA,1,0.413848028,0.945657266,0.638386583,0.665963959
islthr1,Turdus poliocephalus,Island Thrush,72,TRUE,NA,1,0.86522065,0.94575096,0.638386583,0.816452731
whbthr2,Turdus kessleri,White-backed Thrush,18,TRUE,NA,1,0.302585965,0.945844655,0.638386583,0.628939067
tibbla1,Turdus maximus,Tibetan Blackbird,13,TRUE,NA,1,0.155204722,0.945938349,0.638386583,0.579843218
fieldf,Turdus pilaris,Fieldfare,90,TRUE,NA,1,0.892813642,0.946032043,0.638386583,0.825744089
whcbla1,Turdus albocinctus,White-collared Blackbird,15,TRUE,NA,1,0.21263937,0.946125738,0.638386583,0.599050564
chethr1,Turdus rubrocanus,Chestnut Thrush,21,TRUE,NA,1,0.387426216,0.946219432,0.638386583,0.657344077
rinouz1,Turdus torquatus,Ring Ouzel,86,TRUE,357,1,0.886910897,0.705565446,0.638386583,0.743620975
datthr1,Turdus atrogularis,Black-throated Thrush,33,TRUE,NA,1,0.630000937,0.946313127,0.638386583,0.738233549
retthr1,Turdus ruficollis,Red-throated Thrush,25,TRUE,NA,1,0.485243137,0.946406821,0.638386583,0.69001218
dusthr2,Turdus eunomus,Dusky Thrush,32,TRUE,NA,1,0.616040476,0.946500515,0.638386583,0.733642525
dusthr1,Turdus naumanni,Naumann's Thrush,27,TRUE,NA,1,0.527686686,0.94659421,0.638386583,0.704222493
gysfly1,Muscicapa griseisticta,Gray-streaked Flycatcher,35,TRUE,NA,1,0.65740654,0.946687904,0.638386583,0.747493676
dasfly,Muscicapa sibirica,Dark-sided Flycatcher,49,TRUE,81,0,0.779396608,0.47737281,0.238920641,0.498563353
ferfly1,Muscicapa ferruginea,Ferruginous Flycatcher,27,TRUE,NA,1,0.527686686,0.946781598,0.638386583,0.704284956
asbfly,Muscicapa dauurica,Asian Brown Flycatcher,51,TRUE,NA,1,0.790452544,0.946875293,0.638386583,0.791904807
asbfly1,Muscicapa randi,Ashy-breasted Flycatcher,14,TRUE,27,0,0.183172491,0.162840813,0.238920641,0.194977982
subfly2,Muscicapa segregata,Sumba Brown Flycatcher,7,TRUE,NA,1,0.030638059,0.946968987,0.638386583,0.538664543
brbfly2,Muscicapa muttui,Brown-breasted Flycatcher,21,TRUE,67,0,0.387426216,0.422374215,0.238920641,0.349573691
subfly3,Muscicapa sodhii,Sulawesi Brown Flycatcher,3,TRUE,59,0,0.004356788,0.385552328,0.238920641,0.209609919
bnsfly1,Muscicapa williamsoni,Brown-streaked Flycatcher,52,TRUE,142,0,0.796589525,0.598894406,0.238920641,0.544801524
afdfly1,Muscicapa adusta,African Dusky Flycatcher,1,TRUE,NA,1,0.000890097,0.947062682,0.638386583,0.528779787
ligfly2,Muscicapa epulata,Little Flycatcher,26,TRUE,146,0,0.50698023,0.60465661,0.238920641,0.450185827
yeffly1,Muscicapa sethsmithi,Yellow-footed Flycatcher,18,TRUE,124,0,0.302585965,0.574112246,0.238920641,0.37187295
spofly1,Muscicapa striata,Spotted Flycatcher,74,TRUE,NA,1,0.868499953,0.947156376,0.638386583,0.818014304
gamfly1,Muscicapa gambagae,Gambaga Flycatcher,27,TRUE,35,0,0.527686686,0.22861426,0.238920641,0.331740529
swafly3,Muscicapa aquatica,Swamp Flycatcher,24,TRUE,NA,1,0.463084419,0.94725007,0.638386583,0.682907024
casfly1,Muscicapa cassini,Cassin's Flycatcher,29,TRUE,NA,1,0.566148224,0.947343765,0.638386583,0.717292857
boefly1,Bradornis boehmi,Böhm's Flycatcher,19,TRUE,43,0,0.332240232,0.288157032,0.238920641,0.286439302
ussfly1,Bradornis ussheri,Ussher's Flycatcher,27,TRUE,58,0,0.527686686,0.380305444,0.238920641,0.382304257
soofly1,Bradornis fuliginosus,Sooty Flycatcher,24,TRUE,129,0,0.463084419,0.581467254,0.238920641,0.427824104
dubfly2,Bradornis comitatus,Dusky-blue Flycatcher,28,TRUE,NA,1,0.547221962,0.947437459,0.638386583,0.711015335
marfly1,Bradornis mariquensis,Mariqua Flycatcher,28,TRUE,NA,1,0.547221962,0.947531153,0.638386583,0.711046566
afgfly1,Bradornis microrhynchus,African Gray Flycatcher,17,TRUE,NA,1,0.273728099,0.947624848,0.638386583,0.619913177
palfly2,Agricola pallidus,Pale Flycatcher,63,TRUE,100,0,0.842406071,0.528248852,0.238920641,0.536525188
chafly2,Agricola infuscatus,Chat Flycatcher,28,TRUE,117,0,0.547221962,0.56240045,0.238920641,0.449514351
wbffly1,Fraseria cinerascens,White-browed Forest-Flycatcher,26,TRUE,152,0,0.50698023,0.61130891,0.238920641,0.452403261
afffly1,Fraseria ocreata,African Forest-Flycatcher,26,TRUE,211,0,0.50698023,0.658952497,0.238920641,0.468284456
gyttif1,Fraseria griseigularis,Gray-throated Tit-Flycatcher,27,TRUE,167,0,0.527686686,0.627658578,0.238920641,0.464755302
grytif1,Fraseria plumbea,Gray Tit-Flycatcher,42,TRUE,95,0,0.729316968,0.516443362,0.238920641,0.494893657
olifly1,Fraseria olivascens,Olivaceous Flycatcher,24,TRUE,129,0,0.463084419,0.581467254,0.238920641,0.427824104
chafly1,Fraseria lendu,Chapin's Flycatcher,26,TRUE,35,0,0.50698023,0.22861426,0.238920641,0.324838377
tesfly1,Fraseria tessmanni,Tessmann's Flycatcher,18,TRUE,40,0,0.302585965,0.267122646,0.238920641,0.269543084
ashfly1,Fraseria caerulescens,Ashy Flycatcher,13,TRUE,57,2,0.155204722,0.374496393,0.818654549,0.449451888
hercha1,Melaenornis herero,Herero Chat,18,TRUE,NA,1,0.302585965,0.947718542,0.638386583,0.629563697
silver1,Melaenornis semipartitus,Silverbird,13,TRUE,NA,1,0.155204722,0.947812236,0.638386583,0.580467847
fisfly1,Melaenornis silens,Fiscal Flycatcher,53,TRUE,NA,1,0.801461632,0.947905931,0.638386583,0.795918049
yebfly2,Melaenornis ardesiacus,Yellow-eyed Black-Flycatcher,13,TRUE,NA,1,0.155204722,0.947999625,0.638386583,0.58053031
nimfly1,Melaenornis annamarulae,Nimba Flycatcher,22,TRUE,132,0,0.413848028,0.586339361,0.238920641,0.41303601
nobfly1,Melaenornis edolioides,Northern Black-Flycatcher,23,TRUE,NA,1,0.439660826,0.94809332,0.638386583,0.675380243
sobfly1,Melaenornis pammelaina,Southern Black-Flycatcher,50,TRUE,NA,1,0.784737187,0.948187014,0.638386583,0.790436928
wheslf1,Melaenornis fischeri,White-eyed Slaty-Flycatcher,22,TRUE,NA,1,0.413848028,0.948280708,0.638386583,0.66683844
angslf1,Melaenornis brunneus,Angola Slaty-Flycatcher,8,TRUE,13,0,0.043614729,0.055841844,0.238920641,0.112792405
abyslf1,Melaenornis chocolatinus,Abyssinian Slaty-Flycatcher,13,TRUE,NA,1,0.155204722,0.948374403,0.638386583,0.580655236
grcfly3,Humblotia flavirostris,Grand Comoro Flycatcher,14,TRUE,49,0,0.183172491,0.328164527,0.238920641,0.250085887
ficale3,Alethe diademata,White-tailed Alethe,19,TRUE,87,0,0.332240232,0.495971142,0.238920641,0.355710672
ficale2,Alethe castanea,Fire-crested Alethe,22,TRUE,189,0,0.413848028,0.645835285,0.238920641,0.432867985
kasrob2,Cercotrichas coryphoeus,Karoo Scrub-Robin,16,TRUE,79,0,0.244167526,0.471142134,0.238920641,0.318076767
fosrob1,Cercotrichas leucosticta,Forest Scrub-Robin,24,TRUE,38,0,0.463084419,0.252318936,0.238920641,0.318107998
brsrob1,Cercotrichas signata,Brown Scrub-Robin,19,TRUE,NA,1,0.332240232,0.948468097,0.638386583,0.639698304
besrob1,Cercotrichas quadrivirgata,Bearded Scrub-Robin,28,TRUE,NA,1,0.547221962,0.948561791,0.638386583,0.711390112
misrob1,Cercotrichas barbata,Miombo Scrub-Robin,11,TRUE,38,0,0.102314251,0.252318936,0.238920641,0.197851276
blsrob1,Cercotrichas podobe,Black Scrub-Robin,40,TRUE,NA,1,0.712264593,0.948655486,0.638386583,0.766435554
rutscr1,Cercotrichas galactotes,Rufous-tailed Scrub-Robin,89,TRUE,NA,1,0.891361379,0.94874918,0.638386583,0.826165714
kasrob1,Cercotrichas paena,Kalahari Scrub-Robin,20,TRUE,107,0,0.36039539,0.54342734,0.238920641,0.380914457
bbsrob1,Cercotrichas hartlaubi,Brown-backed Scrub-Robin,15,TRUE,29,0,0.21263937,0.178956245,0.238920641,0.210172085
rbsrob1,Cercotrichas leucophrys,Red-backed Scrub-Robin,39,TRUE,119,0,0.702614073,0.566335613,0.238920641,0.502623442
indrob1,Copsychus fulicatus,Indian Robin,32,TRUE,NA,1,0.616040476,0.948842875,0.638386583,0.734423311
magrob,Copsychus saularis,Oriental Magpie-Robin,78,TRUE,128,2,0.875995503,0.579827602,0.818654549,0.758159218
rutsha2,Copsychus pyrropygus,Rufous-tailed Shama,16,TRUE,48,0,0.244167526,0.321371686,0.238920641,0.268153284
mamrob1,Copsychus albospecularis,Madagascar Magpie-Robin,37,TRUE,146,12,0.682095006,0.60465661,0.953808676,0.746853431
semrob1,Copsychus sechellarum,Seychelles Magpie-Robin,31,TRUE,NA,1,0.600768294,0.948936569,0.638386583,0.729363815
phimar1,Copsychus mindanensis,Philippine Magpie-Robin,12,TRUE,56,0,0.127705425,0.368359412,0.238920641,0.244995159
whrsha,Copsychus malabaricus,White-rumped Shama,103,TRUE,16,0,0.906211937,0.077016771,0.238920641,0.407383116
andsha1,Copsychus albiventris,Andaman Shama,13,TRUE,NA,1,0.155204722,0.949030263,0.638386583,0.580873856
whbsha1,Copsychus luzoniensis,White-browed Shama,13,TRUE,30,0,0.155204722,0.186732877,0.238920641,0.193619413
vissha1,Copsychus superciliaris,Visayan Shama,10,TRUE,15,0,0.079546519,0.070270777,0.238920641,0.129579312
whvsha1,Copsychus niger,White-vented Shama,6,TRUE,5,0,0.020003748,0.025578563,0.238920641,0.094834317
blasha1,Copsychus cebuensis,Black Shama,14,TRUE,27,0,0.183172491,0.162840813,0.238920641,0.194977982
whgfly1,Anthipes monileger,White-gorgeted Flycatcher,17,TRUE,49,0,0.273728099,0.328164527,0.238920641,0.280271089
rubfly3,Anthipes solitaris,Rufous-browed Flycatcher,11,TRUE,NA,1,0.102314251,0.949123958,0.638386583,0.563274931
whbsho1,Sholicola major,Nilgiri Sholakili,9,TRUE,20,0,0.059683313,0.106343109,0.238920641,0.134982354
whbsho3,Sholicola albiventris,White-bellied Sholakili,15,TRUE,NA,1,0.21263937,0.949217652,0.638386583,0.600081202
whtfly2,Cyornis concretus,White-tailed Flycatcher,27,TRUE,66,0,0.527686686,0.416986789,0.238920641,0.394531372
rubfly1,Cyornis ruckii,Rück's Blue Flycatcher,12,TRUE,5,0,0.127705425,0.025578563,0.238920641,0.130734876
bubfly1,Cyornis herioti,Blue-breasted Blue Flycatcher,33,TRUE,24,0,0.630000937,0.13843343,0.238920641,0.335785003
habfly1,Cyornis hainanus,Hainan Blue Flycatcher,21,TRUE,22,0,0.387426216,0.122645929,0.238920641,0.249664262
wbbfly1,Cyornis pallidipes,White-bellied Blue Flycatcher,7,TRUE,76,0,0.030638059,0.461538462,0.238920641,0.243699054
pacblf1,Cyornis poliogenys,Pale-chinned Blue Flycatcher,17,TRUE,37,0,0.273728099,0.245526094,0.238920641,0.252724945
pabfly2,Cyornis unicolor,Pale Blue Flycatcher,32,TRUE,NA,1,0.616040476,0.949311346,0.638386583,0.734579468
butfly1,Cyornis rubeculoides,Blue-throated Flycatcher,30,TRUE,83,0,0.584231238,0.483931416,0.238920641,0.435694431
butfly2,Cyornis glaucicomans,Chinese Blue Flycatcher,17,TRUE,58,0,0.273728099,0.380305444,0.238920641,0.297651394
larblf1,Cyornis magnirostris,Large Blue Flycatcher,13,TRUE,43,0,0.155204722,0.288157032,0.238920641,0.227427465
hibfly1,Cyornis whitei,Hill Blue Flycatcher,75,TRUE,38,1,0.870608076,0.252318936,0.638386583,0.587104532
hibfly3,Cyornis banyumas,Javan Blue Flycatcher,27,TRUE,NA,1,0.527686686,0.949405041,0.638386583,0.705159437
hibfly4,Cyornis montanus,Dayak Blue Flycatcher,37,TRUE,75,0,0.682095006,0.457134826,0.238920641,0.459383491
lobblf1,Cyornis caerulatus,Sunda Blue Flycatcher,13,TRUE,21,0,0.155204722,0.1139792,0.238920641,0.169368188
mabfly1,Cyornis turcosus,Malaysian Blue Flycatcher,15,TRUE,30,0,0.21263937,0.186732877,0.238920641,0.212764296
pabfly1,Cyornis lemprieri,Palawan Blue Flycatcher,7,TRUE,20,0,0.030638059,0.106343109,0.238920641,0.125300603
bobfly2,Cyornis superbus,Bornean Blue Flycatcher,4,TRUE,42,0,0.007355008,0.280989413,0.238920641,0.17575502
tibfly3,Cyornis tickelliae,Tickell's Blue Flycatcher,15,TRUE,98,1,0.21263937,0.52379837,0.638386583,0.458274774
tibfly4,Cyornis sumatrensis,Indochinese Blue Flycatcher,14,TRUE,NA,1,0.183172491,0.949498735,0.638386583,0.590352603
mabfly2,Cyornis rufigastra,Mangrove Blue Flycatcher,24,TRUE,NA,1,0.463084419,0.949592429,0.638386583,0.68368781
subfly1,Cyornis omissus,Sulawesi Blue Flycatcher,9,TRUE,18,0,0.059683313,0.09050876,0.238920641,0.129704238
bncjuf1,Cyornis brunneatus,Brown-chested Jungle Flycatcher,33,TRUE,59,0,0.630000937,0.385552328,0.238920641,0.418157969
nicjuf1,Cyornis nicobaricus,Nicobar Jungle Flycatcher,7,TRUE,25,0,0.030638059,0.147147006,0.238920641,0.138901902
gycjuf1,Cyornis umbratilis,Gray-chested Jungle Flycatcher,19,TRUE,43,0,0.332240232,0.288157032,0.238920641,0.286439302
fucjuf1,Cyornis olivaceus,Fulvous-chested Jungle Flycatcher,15,TRUE,38,0,0.21263937,0.252318936,0.238920641,0.234626316
chtjuf1,Cyornis ruficauda,Chestnut-tailed Jungle Flycatcher,12,TRUE,39,0,0.127705425,0.259252319,0.238920641,0.208626128
banjuf1,Cyornis pelingensis,Banggai Jungle Flycatcher,15,TRUE,32,0,0.21263937,0.203035698,0.238920641,0.21819857
suljuf1,Cyornis colonus,Sula Jungle Flycatcher,15,TRUE,32,0,0.21263937,0.203035698,0.238920641,0.21819857
larnil1,Niltava grandis,Large Niltava,28,TRUE,NA,1,0.547221962,0.949686124,0.638386583,0.71176489
smanil1,Niltava macgrigoriae,Small Niltava,21,TRUE,55,0,0.387426216,0.362737749,0.238920641,0.329694869
fujnil1,Niltava davidi,Fujian Niltava,13,TRUE,NA,1,0.155204722,0.949779818,0.638386583,0.581123708
rubnil1,Niltava sundara,Rufous-bellied Niltava,20,TRUE,NA,1,0.36039539,0.949873513,0.638386583,0.649551829
ruvnil1,Niltava sumatrana,Rufous-vented Niltava,10,TRUE,72,0,0.079546519,0.445563572,0.238920641,0.254676911
vivnil3,Niltava vivida,Taiwan Vivid Niltava,38,TRUE,NA,1,0.692729317,0.949967207,0.638386583,0.760361036
bawfly2,Cyanoptila cyanomelana,Blue-and-white Flycatcher,47,TRUE,80,1,0.766841563,0.474093507,0.638386583,0.626440551
zapfly1,Cyanoptila cumatilis,Zappey's Flycatcher,17,TRUE,26,0,0.273728099,0.154970486,0.238920641,0.222539742
matfly2,Eumyias sanfordi,Matinan Flycatcher,6,TRUE,NA,1,0.020003748,0.950060901,0.638386583,0.536150411
blffly1,Eumyias hoevelli,Blue-fronted Flycatcher,6,TRUE,40,0,0.020003748,0.267122646,0.238920641,0.175349012
tibfly2,Eumyias hyacinthinus,Timor Blue Flycatcher,8,TRUE,NA,1,0.043614729,0.950154596,0.638386583,0.544051969
flojuf2,Eumyias oscillans,Flores Jungle Flycatcher,7,TRUE,7,0,0.030638059,0.033636278,0.238920641,0.101064993
dubfly3,Eumyias sordidus,Dull-blue Flycatcher,11,TRUE,58,0,0.102314251,0.380305444,0.238920641,0.240513445
nilfly2,Eumyias albicaudatus,Nilgiri Flycatcher,10,TRUE,55,0,0.079546519,0.362737749,0.238920641,0.227068303
indfly1,Eumyias indigo,Indigo Flycatcher,9,TRUE,143,0,0.059683313,0.600346669,0.238920641,0.299650208
verfly4,Eumyias thalassinus,Verditer Flycatcher,32,TRUE,NA,1,0.616040476,0.95024829,0.638386583,0.734891783
burjuf1,Eumyias additus,Buru Jungle Flycatcher,12,TRUE,19,0,0.127705425,0.098238546,0.238920641,0.154954871
islfly1,Eumyias panayensis,Turquoise Flycatcher,12,TRUE,38,0,0.127705425,0.252318936,0.238920641,0.206315
wbrcha1,Cossyphicula roberti,White-bellied Robin-Chat,21,TRUE,49,0,0.387426216,0.328164527,0.238920641,0.318170461
morcha1,Cossypha isabellae,Mountain Robin-Chat,15,TRUE,35,0,0.21263937,0.22861426,0.238920641,0.226724757
arrcha1,Cossypha archeri,Archer's Robin-Chat,15,TRUE,NA,1,0.21263937,0.950341984,0.638386583,0.600455979
ofrcha1,Cossypha anomala,Olive-flanked Robin-Chat,27,TRUE,93,0,0.527686686,0.512180268,0.238920641,0.426262532
carcha1,Cossypha caffra,Cape Robin-Chat,41,TRUE,NA,1,0.720697086,0.950435679,0.638386583,0.769839783
wtrcha1,Cossypha humeralis,White-throated Robin-Chat,18,TRUE,82,0,0.302585965,0.48069896,0.238920641,0.340735188
bsrcha1,Cossypha cyanocampter,Blue-shouldered Robin-Chat,25,TRUE,30,0,0.485243137,0.186732877,0.238920641,0.303632218
rurcha1,Cossypha semirufa,Rüppell's Robin-Chat,15,TRUE,36,0,0.21263937,0.237562073,0.238920641,0.229707361
wbrcha2,Cossypha heuglini,White-browed Robin-Chat,50,TRUE,NA,1,0.784737187,0.950529373,0.638386583,0.791217714
rcrcha1,Cossypha natalensis,Red-capped Robin-Chat,51,TRUE,NA,1,0.790452544,0.950623068,0.638386583,0.793154065
chrcha1,Cossypha dichroa,Chorister Robin-Chat,22,TRUE,NA,1,0.413848028,0.950716762,0.638386583,0.667650458
whrcha1,Cossypha heinrichi,White-headed Robin-Chat,16,TRUE,65,0,0.244167526,0.412161529,0.238920641,0.298416565
scrcha1,Cossypha niveicapilla,Snowy-crowned Robin-Chat,29,TRUE,38,0,0.566148224,0.252318936,0.238920641,0.3524626
wcrcha1,Cossypha albicapillus,White-crowned Robin-Chat,17,TRUE,NA,1,0.273728099,0.950810456,0.638386583,0.620975046
anccha1,Xenocopsychus ansorgei,Angola Cave-Chat,15,TRUE,37,0,0.21263937,0.245526094,0.238920641,0.232362035
copthr1,Cichladusa arquata,Collared Palm-Thrush,36,TRUE,97,0,0.67005528,0.521549705,0.238920641,0.476841875
rtpthr1,Cichladusa ruficauda,Rufous-tailed Palm-Thrush,16,TRUE,33,0,0.244167526,0.211280802,0.238920641,0.231456323
spmthr1,Cichladusa guttata,Spotted Morning-Thrush,18,TRUE,47,0,0.302585965,0.314250914,0.238920641,0.285252506
eurrob1,Erithacus rubecula,European Robin,134,TRUE,NA,1,0.931087792,0.950904151,0.638386583,0.840126175
whsrob1,Pogonocichla stellata,White-starred Robin,59,TRUE,117,0,0.827742903,0.56240045,0.238920641,0.543021331
swyrob1,Swynnertonia swynnertoni,Swynnerton's Robin,40,TRUE,136,3,0.712264593,0.591258315,0.852431369,0.718651426
brcale1,Chamaetylas poliocephala,Brown-chested Alethe,36,TRUE,106,0,0.67005528,0.541366064,0.238920641,0.483447328
retale1,Chamaetylas poliophrys,Red-throated Alethe,11,TRUE,56,0,0.102314251,0.368359412,0.238920641,0.236531434
choale1,Chamaetylas choloensis,Cholo Alethe,18,TRUE,53,0,0.302585965,0.350979106,0.238920641,0.297495237
whcale1,Chamaetylas fuelleborni,White-chested Alethe,56,TRUE,98,4,0.815375246,0.52379837,0.876089197,0.738420938
obfrob1,Stiphrornis erythrothorax,Orange-breasted Forest Robin,34,TRUE,81,0,0.643867704,0.47737281,0.238920641,0.453387051
gywroc1,Sheppardia polioptera,Gray-winged Robin-Chat,29,TRUE,43,0,0.566148224,0.288157032,0.238920641,0.364408632
bocaka11,Sheppardia bocagei,Bocage's Akalat,23,TRUE,53,0,0.439660826,0.350979106,0.238920641,0.343186858
lowaka1,Sheppardia cyornithopsis,Lowland Akalat,26,TRUE,53,0,0.50698023,0.350979106,0.238920641,0.365626659
equaka1,Sheppardia aequatorialis,Equatorial Akalat,21,TRUE,65,0,0.387426216,0.412161529,0.238920641,0.346169462
shaaka1,Sheppardia sharpei,Sharpe's Akalat,49,TRUE,19,0,0.779396608,0.098238546,0.238920641,0.372185265
eacaka1,Sheppardia gunningi,East Coast Akalat,38,TRUE,136,0,0.692729317,0.591258315,0.238920641,0.507636091
gabaka1,Sheppardia gabela,Gabela Akalat,23,TRUE,19,0,0.439660826,0.098238546,0.238920641,0.258940004
usaaka1,Sheppardia montana,Usambara Akalat,20,TRUE,11,0,0.36039539,0.046706643,0.238920641,0.215340891
iriaka1,Sheppardia lowei,Iringa Akalat,27,TRUE,17,0,0.527686686,0.083762766,0.238920641,0.283456698
rubaka1,Sheppardia aurantiithorax,Rubeho Akalat,4,TRUE,21,0,0.007355008,0.1139792,0.238920641,0.12008495
bagbab2,Leonardina woodi,Bagobo Robin,12,TRUE,25,0,0.127705425,0.147147006,0.238920641,0.171257691
eyjfly1,Vauriella gularis,Eyebrowed Jungle Flycatcher,30,TRUE,49,1,0.584231238,0.328164527,0.638386583,0.516927449
rufjuf1,Vauriella insignis,Rusty-flanked Jungle Flycatcher,14,TRUE,32,0,0.183172491,0.203035698,0.238920641,0.208376277
negjuf1,Vauriella albigularis,Negros Jungle Flycatcher,12,TRUE,29,0,0.127705425,0.178956245,0.238920641,0.18186077
minjuf1,Vauriella goodfellowi,Mindanao Jungle Flycatcher,12,TRUE,29,0,0.127705425,0.178956245,0.238920641,0.18186077
gresho1,Heinrichia calligyna,Great Shortwing,25,TRUE,20,1,0.485243137,0.106343109,0.638386583,0.409990943
rubsho1,Brachypteryx hyperythra,Rusty-bellied Shortwing,23,TRUE,14,0,0.439660826,0.062447297,0.238920641,0.247009588
lessho1,Brachypteryx leucophris,Lesser Shortwing,32,TRUE,13,0,0.616040476,0.055841844,0.238920641,0.303600987
whbsho4,Brachypteryx cruralis,Himalayan Shortwing,21,TRUE,55,0,0.387426216,0.362737749,0.238920641,0.329694869
whbsho5,Brachypteryx sinensis,Chinese Shortwing,7,TRUE,40,0,0.030638059,0.267122646,0.238920641,0.178893782
whbsho6,Brachypteryx goodfellowi,Taiwan Shortwing,6,TRUE,30,0,0.020003748,0.186732877,0.238920641,0.148552422
whbsho10,Brachypteryx montana,Javan Shortwing,28,TRUE,10,0,0.547221962,0.042584091,0.238920641,0.276242231
gousho1,Heteroxenicus stellatus,Gould's Shortwing,17,TRUE,8,0,0.273728099,0.035463319,0.238920641,0.182704019
rutrob1,Larvivora sibilans,Rufous-tailed Robin,24,TRUE,NA,1,0.463084419,0.950997845,0.638386583,0.684156282
ruhrob1,Larvivora ruficeps,Rufous-headed Robin,13,TRUE,38,0,0.155204722,0.252318936,0.238920641,0.215481433
japrob2,Larvivora akahige,Japanese Robin,69,TRUE,24,1,0.858193573,0.13843343,0.638386583,0.545004529
ryurob2,Larvivora komadori,Ryukyu Robin,40,TRUE,38,3,0.712264593,0.252318936,0.852431369,0.605671632
inbrob1,Larvivora brunnea,Indian Blue Robin,26,TRUE,NA,1,0.50698023,0.951091539,0.638386583,0.698819451
sibrob,Larvivora cyane,Siberian Blue Robin,52,TRUE,NA,1,0.796589525,0.951185234,0.638386583,0.795387114
whtrob3,Irania gutturalis,White-throated Robin,36,TRUE,NA,1,0.67005528,0.951278928,0.638386583,0.753240264
thrnig1,Luscinia luscinia,Thrush Nightingale,74,TRUE,NA,1,0.868499953,0.951372623,0.638386583,0.81941972
comnig1,Luscinia megarhynchos,Common Nightingale,135,TRUE,NA,1,0.931696805,0.951466317,0.638386583,0.840516568
whbred1,Luscinia phaenicuroides,White-bellied Redstart,20,TRUE,20,0,0.36039539,0.106343109,0.238920641,0.235219713
blueth,Luscinia svecica,Bluethroat,194,TRUE,226,2,0.955495175,0.667806615,0.818654549,0.813985446
ceywht1,Myophonus blighi,Sri Lanka Whistling-Thrush,20,TRUE,48,0,0.36039539,0.321371686,0.238920641,0.306895906
shwthr1,Myophonus melanurus,Shiny Whistling-Thrush,5,TRUE,30,0,0.012273962,0.186732877,0.238920641,0.145975827
javwht1,Myophonus glaucinus,Javan Whistling-Thrush,7,TRUE,12,0,0.030638059,0.051203973,0.238920641,0.106920891
chwwht1,Myophonus castaneus,Sumatran Whistling-Thrush,4,TRUE,23,0,0.007355008,0.130703645,0.238920641,0.125659765
borwht1,Myophonus borneensis,Bornean Whistling-Thrush,6,TRUE,32,0,0.020003748,0.203035698,0.238920641,0.153986695
mawthr2,Myophonus robinsoni,Malayan Whistling-Thrush,12,TRUE,51,0,0.127705425,0.339642088,0.238920641,0.235422718
mawthr1,Myophonus horsfieldii,Malabar Whistling-Thrush,10,TRUE,NA,1,0.079546519,0.951560011,0.638386583,0.556497704
fowthr1,Myophonus insularis,Taiwan Whistling-Thrush,6,TRUE,26,0,0.020003748,0.154970486,0.238920641,0.137964958
blwthr1,Myophonus caeruleus,Blue Whistling-Thrush,46,TRUE,NA,1,0.760845123,0.951653706,0.638386583,0.783628471
litfor1,Enicurus scouleri,Little Forktail,30,TRUE,NA,1,0.584231238,0.9517474,0.638386583,0.724788407
whcfor1,Enicurus leschenaulti,White-crowned Forktail,37,TRUE,NA,1,0.682095006,0.951841094,0.638386583,0.757440894
spofor1,Enicurus maculatus,Spotted Forktail,22,TRUE,151,0,0.413848028,0.610606203,0.238920641,0.421124957
